id	pos	p1	ihh12
4351	1295036	0.746	0.0355099
4352	1295411	0.078	0.0361757
4353	1295520	0.016	0.0358315
4354	1295538	0.012	0.0362842
4355	1295983	0.012	0.0362842
4356	1297170	0.002	0.036322
4357	1297455	0.044	0.0355566
4358	1297548	0.012	0.0354478
4359	1297773	0.002	0.0354268
4360	1297785	0.758	0.0346011
4361	1297955	0.242	0.0346011
4362	1298174	0.052	0.0344077
4363	1298188	0.002	0.034479
4364	1298349	0.038	0.0318506
4365	1298480	0.004	0.0334155
4366	1298835	0.758	0.0333979
4367	1298953	0.014	0.0336788
4368	1299146	0.006	0.0332565
4369	1299157	0.072	0.0332119
4370	1299231	0.012	0.0334109
4371	1299804	0.014	0.0336708
4372	1299924	0.106	0.0335123
4373	1300681	0.048	0.0337558
4374	1301533	0.006	0.0337881
4375	1301739	0.002	0.0337974
4376	1302357	0.178	0.0336178
4377	1302381	0.014	0.0336765
4378	1302519	0.028	0.0333896
4379	1302560	0.952	0.0333743
4380	1302689	0.94	0.0333003
4381	1302951	0.952	0.0333214
4382	1302961	0.006	0.0329327
4383	1303599	0.194	0.0319879
4384	1303740	0.002	0.03244
4385	1304140	0.026	0.0323807
4386	1304507	0.668	0.0314363
4387	1304570	0.176	0.030651
4388	1304669	0.952	0.0317914
4389	1304780	0.004	0.0320057
4390	1305098	0.58	0.0320819
4391	1305487	0.014	0.0320627
4392	1305679	0.58	0.032235
4393	1305733	0.58	0.032235
4394	1305990	0.042	0.0330707
4395	1306585	0.04	0.033086
4396	1307595	0.002	0.0332746
4397	1307683	0.002	0.033237
4398	1308013	0.008	0.0329159
4399	1308079	0.048	0.0329772
4400	1309148	0.014	0.032108
4401	1309326	0.088	0.0322293
4402	1309499	0.002	0.0319003
4403	1309569	0.004	0.0319498
4404	1310076	0.024	0.0306651
4405	1310233	0.01	0.0318876
4406	1310599	0.018	0.0319456
4407	1310760	0.566	0.031355
4408	1310799	0.158	0.0305399
4409	1310951	0.124	0.0312179
4410	1310963	0.124	0.0312179
4411	1311464	0.06	0.0317418
4412	1311619	0.014	0.0300303
4414	1311847	0.044	0.031231
4415	1312033	0.002	0.031179
4416	1312311	0.16	0.0309896
4417	1312482	0.006	0.032525
4418	1312651	0.006	0.0326443
4419	1312703	0.308	0.032324
4420	1313177	0.002	0.032869
4421	1313960	0.648	0.0324715
4422	1314064	0.028	0.0338105
4423	1315475	0.006	0.033698
4424	1316420	0.028	0.0340234
4425	1316458	0.972	0.0340234
4426	1316613	0.588	0.0334278
4427	1316655	0.588	0.0334278
4428	1316848	0.002	0.034848
4429	1317087	0.972	0.0349355
4430	1317257	0.006	0.0343394
4431	1317374	0.028	0.0347395
4432	1317714	0.028	0.0347395
4433	1318213	0.004	0.0347542
4434	1319240	0.016	0.0343238
4435	1319492	0.692	0.0334242
4436	1319598	0.002	0.0344157
4437	1320067	0.972	0.0343604
4438	1320258	0.012	0.0340509
4439	1320432	0.018	0.033967
4440	1320482	0.144	0.028219
4441	1321456	0.004	0.0342104
4442	1321505	0.036	0.0336408
4443	1322087	0.058	0.0336896
4444	1322408	0.014	0.0336604
4445	1323154	0.058	0.0336891
4446	1323649	0.016	0.0340788
4447	1324372	0.626	0.0337054
4448	1325281	0.01	0.0350453
4449	1325291	0.002	0.0351091
4450	1325887	0.004	0.035137
4451	1325907	0.002	0.0350881
4452	1326194	0.14	0.0337081
4453	1326218	0.006	0.0339683
4454	1326700	0.002	0.0343051
4455	1327074	0.004	0.0343368
4456	1327517	0.006	0.0342744
4457	1327601	0.034	0.0327589
4458	1327808	0.002	0.0345746
4459	1327829	0.014	0.0343292
4460	1328158	0.002	0.0344037
4461	1328682	0.002	0.0343884
4462	1328820	0.014	0.0341641
4463	1329901	0.002	0.0341287
4464	1330083	0.218	0.03375
4465	1330086	0.006	0.034555
4466	1330234	0.014	0.0344559
4467	1330269	0.018	0.0344741
4468	1330492	0.002	0.0345698
4469	1330779	0.008	0.0341937
4470	1330812	0.004	0.0351553
4471	1330941	0.004	0.0351553
4472	1330952	0.004	0.0349854
4473	1331818	0.002	0.0353717
4474	1331944	0.002	0.0352171
4475	1332155	0.02	0.0352382
4476	1332184	0.108	0.0343164
4477	1332212	0.014	0.0349486
4478	1333900	0.928	0.0345815
4479	1334087	0.012	0.0343498
4480	1334275	0.004	0.0347988
4481	1334517	0.002	0.0346987
4482	1334572	0.006	0.0342877
4483	1335390	0.024	0.0325706
4484	1335528	0.12	0.0324921
4485	1335691	0.14	0.032452
4486	1335783	0.044	0.0324283
4487	1335797	0.018	0.0324469
4488	1336022	0.018	0.0326128
4489	1336177	0.002	0.032601
4490	1336250	0.002	0.032619
4491	1336310	0.02	0.0326286
4492	1336607	0.004	0.0328202
4493	1336775	0.002	0.0328198
4494	1336804	0.214	0.0318952
4495	1337650	0.042	0.0326773
4496	1337688	0.004	0.0323817
4497	1337966	0.562	0.0289119
4498	1338013	0.018	0.0298552
4499	1338081	0.002	0.0300468
4500	1338276	0.008	0.0301013
4501	1338926	0.004	0.0298034
4502	1339355	0.094	0.0295023
4503	1339400	0.008	0.0293997
4504	1339506	0.004	0.0301144
4505	1340897	0.022	0.0286305
4506	1341024	0.002	0.0307649
4507	1341214	0.236	0.0302907
4508	1341297	0.094	0.0306936
4509	1342106	0.002	0.0323585
4510	1342164	0.002	0.0323653
4511	1342319	0.572	0.0307904
4512	1342685	0.002	0.0312364
4513	1342776	0.006	0.031359
4514	1343360	0.028	0.0313264
4515	1343707	0.014	0.0312988
4516	1344696	0.022	0.0305268
4517	1345657	0.07	0.0280164
4518	1345868	0.024	0.0281183
4519	1345933	0.004	0.0282148
4520	1346377	0.112	0.0276907
4521	1346462	0.112	0.0276907
4522	1347040	0.004	0.0284036
4523	1347088	0.008	0.0283695
4524	1347126	0.026	0.0280633
4525	1347423	0.122	0.0274008
4526	1347426	0.004	0.0272824
4527	1347601	0.01	0.0267218
4528	1347920	0.018	0.0264084
4529	1348067	0.002	0.0270918
4530	1348086	0.008	0.0271046
4531	1348157	0.122	0.027145
4532	1348421	0.002	0.0276839
4533	1348508	0.004	0.027676
4534	1348721	0.522	0.0268206
4535	1349065	0.002	0.0279273
4536	1349155	0.006	0.0280058
4537	1349468	0.014	0.0280467
4538	1349587	0.018	0.0280026
4539	1349795	0.126	0.0276782
4540	1349824	0.098	0.0279224
4541	1350029	0.006	0.0278919
4542	1350653	0.098	0.0279457
4543	1351530	0.164	0.0282306
4544	1351957	0.014	0.0285282
4545	1352735	0.1	0.0280734
4546	1354021	0.006	0.0285276
4547	1354142	0.15	0.0281505
4548	1354353	0.026	0.0273771
4549	1354743	0.002	0.0280326
4550	1354997	0.164	0.0278874
4551	1355347	0.002	0.028003
4552	1355445	0.026	0.0274829
4553	1355573	0.002	0.0275652
4554	1355878	0.028	0.0275089
4555	1355995	0.15	0.0272588
4556	1356298	0.008	0.0273012
4557	1356333	0.012	0.0269104
4558	1356905	0.238	0.0267065
4559	1357060	0.122	0.0267865
4560	1357615	0.124	0.0266416
4561	1357939	0.612	0.0264525
4562	1358095	0.612	0.0264525
4563	1358111	0.004	0.0264113
4564	1358183	0.612	0.0264347
4565	1358232	0.014	0.0268378
4566	1358334	0.07	0.0267249
4567	1358596	0.028	0.0270068
4568	1359289	0.686	0.026937
4569	1360004	0.042	0.0277786
4570	1360515	0.006	0.0281595
4571	1361614	0.01	0.0279092
4572	1361684	0.224	0.0277991
4573	1361772	0.002	0.0278155
4574	1361790	0.07	0.0274959
4575	1361906	0.004	0.0278377
4576	1362094	0.224	0.0278319
4577	1362136	0.034	0.0279985
4578	1362444	0.002	0.0282195
4579	1362602	0.098	0.0278179
4580	1363255	0.002	0.0290069
4581	1363345	0.198	0.028906
4582	1363677	0.004	0.0288968
4583	1363859	0.198	0.0289344
4584	1364530	0.518	0.027916
4585	1364739	0.518	0.027916
4586	1364757	0.518	0.027916
4587	1364820	0.198	0.028002
4588	1365564	0.198	0.028002
4589	1365712	0.48	0.0277246
4590	1365744	0.212	0.027347
4591	1365941	0.52	0.0283042
4592	1365988	0.52	0.0283042
4593	1366022	0.018	0.0282069
4594	1366371	0.004	0.0283596
4595	1366391	0.594	0.0284427
4596	1366678	0.594	0.0284427
4597	1366708	0.406	0.0284427
4598	1366808	0.524	0.0284193
4599	1367300	0.524	0.0284193
4600	1367353	0.594	0.0283749
4601	1367512	0.002	0.0283784
4602	1367599	0.524	0.0286864
4603	1367960	0.406	0.028799
4604	1368034	0.226	0.0285208
4605	1368101	0.014	0.0285941
4606	1368318	0.002	0.0285055
4607	1369106	0.004	0.0284836
4608	1369415	0.108	0.0282396
4609	1369568	0.012	0.0281304
4610	1369670	0.524	0.028224
4611	1369790	0.25	0.0281131
4612	1369908	0.002	0.0280991
4613	1370136	0.008	0.0280981
4614	1370175	0.016	0.0279454
4615	1370327	0.25	0.0279405
4616	1370505	0.126	0.0279168
4617	1370695	0.524	0.0278027
4618	1370827	0.012	0.0285609
4619	1370839	0.126	0.0286072
4620	1371256	0.774	0.0285968
4621	1371830	0.14	0.0290226
4622	1372007	0.014	0.0296373
4623	1372753	0.004	0.0296559
4624	1373314	0.014	0.029429
4625	1373960	0.008	0.0294368
4626	1373983	0.014	0.029494
4627	1374057	0.226	0.0293685
4628	1374672	0.226	0.0293685
4629	1374853	0.046	0.0292999
4630	1375920	0.024	0.0293066
4631	1376038	0.63	0.0284137
4632	1376288	0.058	0.0291846
4633	1376818	0.004	0.0295273
4634	1376829	0.116	0.028737
4635	1377288	0.004	0.0292518
4636	1377772	0.03	0.0288929
4637	1377803	0.196	0.0283966
4638	1377869	0.006	0.0288469
4639	1378529	0.004	0.0287913
4640	1379374	0.002	0.0289951
4641	1380080	0.002	0.0289914
4642	1380340	0.48	0.027704
4643	1380399	0.704	0.0278841
4644	1381105	0.058	0.0255429
4645	1381487	0.296	0.0276884
4646	1381505	0.296	0.0276884
4647	1381520	0.002	0.0275966
4648	1381814	0.296	0.0278084
4649	1382173	0.004	0.0306973
4650	1382624	0.012	0.0307074
4651	1383080	0.218	0.0287356
4652	1383809	0.016	0.0288371
4653	1384399	0.008	0.029427
4654	1385374	0.002	0.0296357
4655	1385519	0.228	0.0291646
4656	1385666	0.498	0.0289001
4657	1385849	0.002	0.0290877
4658	1385943	0.004	0.0291725
4659	1386204	0.012	0.0291501
4660	1386731	0.012	0.0291501
4661	1388380	0.006	0.029
4662	1388804	0.022	0.0289585
4663	1388865	0.228	0.0288086
4664	1388903	0.042	0.0281787
4665	1388916	0.228	0.0282516
4666	1389074	0.228	0.0282516
4667	1389137	0.228	0.0282516
4668	1389610	0.484	0.0273914
4669	1389737	0.012	0.0273687
4670	1389842	0.484	0.0273973
4671	1389947	0.008	0.0288335
4672	1389954	0.022	0.0288218
4673	1390133	0.042	0.0289829
4674	1390207	0.228	0.0296511
4675	1391030	0.992	0.0309043
4676	1393416	0.002	0.0308078
4677	1393502	0.002	0.0308444
4678	1393756	0.004	0.0308671
4679	1393897	0.002	0.030857
4680	1394635	0.238	0.0305733
4681	1395070	0.02	0.0304876
4682	1395166	0.048	0.0290586
4683	1395260	0.014	0.0306489
4684	1395874	0.06	0.0314065
4685	1396070	0.006	0.031946
4686	1396413	0.002	0.0320782
4687	1396430	0.004	0.0320925
4688	1396514	0.002	0.032021
4689	1397079	0.002	0.0320199
4690	1397213	0.958	0.0315559
4691	1397390	0.008	0.0314406
4692	1399101	0.004	0.0315506
4693	1399291	0.002	0.0314679
4694	1399485	0.014	0.0311458
4695	1399946	0.046	0.0311007
4696	1400279	0.236	0.0299859
4697	1400297	0.01	0.031453
4698	1400477	0.012	0.0311202
4699	1400607	0.046	0.0313331
4700	1400735	0.046	0.0313331
4701	1401181	0.046	0.0313331
4702	1401317	0.046	0.0313331
4703	1401324	0.046	0.0313331
4704	1402124	0.002	0.0316033
4705	1402152	0.114	0.0303472
4706	1402246	0.002	0.0305975
4707	1402251	0.152	0.0301756
4708	1402618	0.02	0.0310951
4709	1402809	0.016	0.0312356
4710	1404413	0.02	0.0312504
4711	1404460	0.008	0.0318326
4712	1404510	0.012	0.0316767
4713	1404674	0.012	0.0315112
4714	1405543	0.084	0.0294699
4715	1405568	0.014	0.0293817
4716	1405639	0.916	0.0295935
4717	1405671	0.002	0.0296985
4718	1406111	0.428	0.0282889
4719	1406592	0.002	0.0295802
4720	1406986	0.084	0.0295134
4721	1407424	0.088	0.0294153
4722	1407973	0.912	0.0294153
4723	1408499	0.002	0.0297244
4724	1409001	0.006	0.0296487
4725	1409006	0.022	0.0284374
4726	1411157	0.108	0.0282989
4727	1411412	0.006	0.0290052
4728	1411657	0.008	0.029008
4729	1411892	0.914	0.0285101
4730	1412548	0.102	0.0262093
4731	1412894	0.012	0.027391
4732	1413007	0.02	0.0272044
4733	1413291	0.914	0.0273112
4734	1413550	0.006	0.0273301
4735	1414331	0.004	0.0273552
4736	1414406	0.354	0.0261318
4737	1414434	0.454	0.0264003
4739	1415684	0.546	0.0264003
4740	1416995	0.01	0.0268231
4741	1417286	0.136	0.0249417
4742	1417484	0.002	0.0253666
4743	1417727	0.108	0.0246406
4744	1417781	0.326	0.0240402
4745	1417838	0.448	0.0245337
4746	1418108	0.008	0.0245808
4747	1418155	0.004	0.0245793
4748	1418413	0.086	0.0241813
4749	1418980	0.446	0.0250145
4750	1419330	0.446	0.0250145
4751	1419361	0.024	0.0248291
4752	1419419	0.002	0.0248185
4753	1419836	0.014	0.0247615
4754	1420238	0.444	0.024876
4755	1420321	0.328	0.0242054
4756	1420631	0.364	0.0244102
4757	1420654	0.42	0.0243508
4758	1421013	0.212	0.0243562
4759	1421021	0.364	0.0243789
4760	1421031	0.002	0.024301
4761	1421123	0.002	0.0243809
4762	1421217	0.364	0.0244052
4763	1421329	0.212	0.025371
4764	1421519	0.004	0.0257998
4765	1421534	0.002	0.025782
4766	1421827	0.014	0.0257049
4767	1422136	0.016	0.0258192
4768	1422188	0.008	0.0257941
4769	1422413	0.01	0.0254203
4770	1422786	0.012	0.0255052
4771	1423031	0.016	0.0255177
4772	1423442	0.002	0.0254108
4773	1423747	0.008	0.0254027
4774	1423920	0.002	0.025445
4775	1423998	0.006	0.0254081
4776	1424319	0.004	0.0254044
4777	1424365	0.008	0.0253764
4778	1424377	0.016	0.0253993
4779	1424881	0.518	0.0252549
4780	1425028	0.414	0.0250722
4781	1425836	0.014	0.025498
4782	1426482	0.01	0.0255167
4783	1426495	0.002	0.025489
4784	1426621	0.116	0.0240708
4785	1426736	0.092	0.024307
4786	1427429	0.642	0.0238329
4787	1427619	0.004	0.0237005
4788	1427731	0.356	0.0237773
4789	1427942	0.008	0.0246353
4790	1428022	0.1	0.024257
4791	1428318	0.602	0.0213469
4792	1428450	0.61	0.0213567
4793	1428538	0.01	0.0213136
4794	1428861	0.288	0.0211121
4795	1429248	0.084	0.0208992
4796	1429284	0.39	0.0228306
4797	1429411	0.39	0.0228306
4798	1429424	0.016	0.0227409
4799	1429429	0.39	0.0227435
4800	1429599	0.586	0.0227797
4801	1429813	0.378	0.0229432
4802	1429958	0.012	0.0234145
4803	1430247	0.008	0.0237397
4804	1430647	0.004	0.0237318
4805	1430730	0.092	0.0236465
4806	1430951	0.002	0.0236335
4807	1431168	0.014	0.0235514
4808	1431176	0.002	0.0236452
4809	1431329	0.092	0.0236691
4810	1431351	0.034	0.0236658
4811	1432654	0.006	0.0227848
4812	1433130	0.092	0.0228148
4813	1433161	0.576	0.0220956
4814	1433224	0.298	0.0223551
4815	1433878	0.338	0.0205856
4816	1433999	0.002	0.0209373
4817	1434221	0.174	0.0207491
4818	1434406	0.034	0.0208639
4819	1435139	0.312	0.0206846
4820	1435412	0.14	0.020945
4821	1435771	0.332	0.0210947
4822	1435801	0.004	0.0225998
4823	1435882	0.012	0.0218986
4824	1436087	0.034	0.0229418
4825	1436400	0.026	0.0229806
4826	1436493	0.874	0.0228389
4827	1436504	0.026	0.0233276
4828	1438083	0.322	0.0230726
4829	1438941	0.082	0.0230685
4830	1439609	0.786	0.0227264
4831	1439914	0.034	0.0225877
4832	1440044	0.752	0.0226018
4833	1440141	0.004	0.0236607
4834	1440765	0.434	0.022913
4835	1441128	0.566	0.022913
4836	1441137	0.008	0.0227915
4837	1441325	0.434	0.0228148
4838	1441604	0.308	0.0239444
4839	1441811	0.374	0.0238734
4840	1442265	0.004	0.0240232
4841	1442599	0.002	0.0239635
4842	1442818	0.586	0.0239351
4843	1443241	0.008	0.0283522
4844	1443446	0.088	0.0279487
4845	1443604	0.004	0.028144
4846	1443622	0.018	0.027813
4847	1444126	0.344	0.0271261
4848	1445390	0.038	0.0271109
4849	1445499	0.038	0.0271109
4850	1445616	0.532	0.0268265
4851	1445797	0.124	0.0274602
4852	1445924	0.876	0.0274602
4853	1446025	0.006	0.0273155
4854	1446267	0.006	0.0271075
4855	1446326	0.876	0.027419
4856	1446411	0.004	0.0263609
4857	1446746	0.876	0.0265447
4858	1446829	0.02	0.0275035
4859	1447034	0.002	0.0274976
4860	1447259	0.02	0.027546
4861	1447806	0.024	0.0266037
4862	1449309	0.016	0.0273368
4863	1449449	0.004	0.0273886
4864	1450053	0.02	0.0275211
4865	1450141	0.006	0.02744
4866	1450420	0.532	0.0274644
4867	1450499	0.038	0.0273182
4868	1450593	0.002	0.0273837
4869	1450774	0.552	0.0275256
4870	1451078	0.006	0.0295183
4871	1451086	0.002	0.029497
4872	1451232	0.006	0.0292486
4873	1451472	0.012	0.0288989
4874	1451542	0.002	0.0293268
4875	1451638	0.008	0.0290113
4876	1452950	0.002	0.0297961
4877	1453045	0.016	0.0297804
4878	1453210	0.024	0.0294341
4879	1453452	0.02	0.030253
4880	1453464	0.942	0.0300909
4881	1453495	0.02	0.0290613
4882	1453566	0.058	0.0301112
4883	1453715	0.004	0.0300202
4884	1453733	0.942	0.0301317
4885	1454090	0.942	0.0301317
4886	1454318	0.004	0.0301483
4887	1454465	0.98	0.0302126
4888	1454730	0.01	0.0300084
4889	1454776	0.98	0.0302034
4890	1454932	0.02	0.0302034
4891	1455213	0.008	0.0300401
4892	1455346	0.98	0.0304394
4893	1455504	0.038	0.0303609
4894	1455602	0.038	0.0303609
4895	1456480	0.02	0.0307028
4896	1456724	0.02	0.0307028
4897	1457008	0.068	0.0288544
4898	1457838	0.028	0.0285794
4899	1458074	0.02	0.0289324
4900	1458233	0.002	0.028924
4901	1458544	0.98	0.0289583
4902	1458895	0.008	0.0290894
4903	1459031	0.004	0.0289775
4904	1459248	0.016	0.0286935
4905	1459900	0.034	0.0284528
4906	1460348	0.984	0.0288239
4907	1460562	0.002	0.0288305
4908	1460710	0.036	0.0285872
4909	1460940	0.002	0.0287693
4910	1460986	0.002	0.0287738
4911	1461278	0.006	0.0287455
4912	1461551	0.016	0.0288112
4913	1462327	0.022	0.0284545
4914	1462349	0.016	0.0285373
4915	1462393	0.002	0.028455
4916	1462490	0.082	0.0267645
4917	1463528	0.004	0.0277966
4918	1463637	0.01	0.0274604
4919	1463739	0.02	0.0278426
4920	1464228	0.004	0.027748
4921	1464415	0.188	0.025637
4922	1464589	0.012	0.029101
4923	1464781	0.362	0.0262772
4924	1465047	0.022	0.0295404
4925	1465241	0.984	0.029765
4926	1466571	0.078	0.0283516
4927	1466696	0.98	0.0295756
4928	1467864	0.036	0.0292842
4929	1467876	0.016	0.0293104
4930	1467975	0.04	0.029262
4931	1468013	0.004	0.0293831
4932	1468139	0.984	0.0294717
4933	1468636	0.002	0.0294011
4934	1469034	0.98	0.0293885
4935	1469072	0.02	0.0290947
4936	1469089	0.02	0.0298341
4937	1469101	0.002	0.029804
4938	1469285	0.02	0.0298536
4939	1469358	0.016	0.029854
4940	1469874	0.976	0.0298439
4941	1470663	0.016	0.0298975
4942	1470770	0.006	0.0299105
4943	1470933	0.018	0.0296608
4944	1471477	0.004	0.0298524
4945	1471532	0.014	0.0292102
4946	1471942	0.022	0.0294455
4947	1472739	0.006	0.0298872
4948	1472887	0.002	0.0300209
4949	1472901	0.004	0.0298577
4950	1472916	0.004	0.0294928
4951	1473083	0.036	0.0292104
4952	1474562	0.64	0.0244419
4953	1474725	0.36	0.0244419
4954	1474828	0.016	0.0243415
4955	1474885	0.608	0.0242865
4956	1475167	0.304	0.0243466
4957	1475256	0.008	0.0245404
4958	1476005	0.016	0.0245844
4959	1476523	0.002	0.0247139
4960	1477169	0.036	0.0240815
4961	1477203	0.016	0.0239108
4962	1477330	0.006	0.0241648
4963	1477402	0.002	0.0246131
4964	1477520	0.122	0.0229469
4965	1478051	0.014	0.0244533
4966	1478311	0.642	0.0239262
4967	1478452	0.304	0.023758
4968	1479130	0.642	0.0243352
4969	1480097	0.008	0.0248188
4970	1480192	0.006	0.0247597
4971	1480213	0.014	0.0247818
4972	1480742	0.01	0.0247193
4973	1480762	0.004	0.0248538
4974	1480887	0.996	0.0248538
4975	1481142	0.006	0.024749
4976	1481230	0.03	0.0246913
4977	1481766	0.008	0.024904
4978	1481960	0.022	0.0246604
4979	1482046	0.004	0.0246765
4980	1482227	0.028	0.0241023
4981	1482331	0.032	0.0240386
4982	1482361	0.002	0.0246405
4983	1482680	0.24	0.0228777
4984	1482953	0.978	0.0239397
4985	1483021	0.978	0.0239397
4986	1483143	0.004	0.0241497
4987	1483660	0.002	0.0241648
4988	1483834	0.392	0.023158
4989	1485055	0.366	0.0228888
4990	1485225	0.012	0.0223691
4991	1485494	0.356	0.0223378
4992	1486136	0.356	0.0223378
4993	1487262	0.238	0.0213991
4994	1487598	0.002	0.0218956
4995	1487998	0.654	0.0215969
4996	1488655	0.346	0.0215969
4997	1489073	0.004	0.0241871
4998	1489610	0.33	0.0229353
4999	1489720	0.022	0.0228801
5000	1489801	0.546	0.0225357
5001	1489849	0.546	0.0225357
5002	1490098	0.416	0.0225428
5003	1490501	0.006	0.0237428
5004	1490657	0.876	0.0237805
5005	1491799	0.022	0.0239268
5006	1492917	0.002	0.0240624
5007	1493301	0.544	0.0235437
5008	1493454	0.006	0.023779
5009	1493857	0.306	0.0229699
5010	1494182	0.002	0.023263
5011	1494401	0.002	0.0232708
5012	1495328	0.078	0.023153
5013	1495822	0.008	0.0229187
5014	1495973	0.036	0.0228342
5015	1496480	0.544	0.0226255
5016	1497129	0.006	0.0226712
5017	1497156	0.002	0.022595
5018	1497304	0.08	0.0212559
5019	1497390	0.002	0.0220292
5020	1497529	0.036	0.0219807
5021	1497601	0.062	0.0218334
5022	1497746	0.522	0.0216777
5023	1497931	0.018	0.0218121
5024	1498519	0.036	0.02225
5025	1498668	0.002	0.0223293
5026	1499009	0.026	0.0222897
5027	1499226	0.002	0.0221522
5028	1499457	0.002	0.0221334
5029	1500116	0.002	0.0220171
5030	1500338	0.006	0.0219053
5031	1500552	0.136	0.0210365
5032	1500638	0.938	0.0214953
5033	1500685	0.01	0.0214294
5034	1500704	0.008	0.0214331
5035	1501042	0.026	0.0214388
5036	1501074	0.004	0.0212429
5037	1501171	0.002	0.0212183
5038	1501410	0.928	0.0212102
5039	1501607	0.008	0.0211478
5040	1501655	0.198	0.0193782
5041	1501685	0.004	0.0214237
5042	1501745	0.072	0.0215089
5043	1502082	0.928	0.0215089
5044	1502389	0.026	0.021576
5045	1502758	0.484	0.0206333
5046	1502945	0.002	0.0217208
5047	1503476	0.002	0.0217672
5048	1503574	0.072	0.0217085
5049	1504096	0.928	0.0217085
5050	1504129	0.004	0.0216525
5051	1504448	0.072	0.0217451
5052	1504486	0.072	0.0217451
5053	1504656	0.072	0.0217451
5054	1504761	0.002	0.0217898
5055	1504945	0.058	0.021567
5056	1505101	0.006	0.0215759
5057	1505168	0.224	0.0208437
5058	1505219	0.39	0.0199839
5059	1505325	0.078	0.0181375
5060	1505691	0.312	0.0202205
5061	1506133	0.006	0.020466
5062	1506275	0.022	0.0204571
5063	1506391	0.926	0.020437
5064	1506454	0.926	0.020437
5065	1506780	0.014	0.0200488
5066	1507018	0.004	0.0204901
5067	1507136	0.076	0.0204032
5068	1507263	0.036	0.0203269
5069	1507470	0.002	0.0203733
5070	1507491	0.04	0.0204276
5071	1507632	0.026	0.0204578
5072	1508101	0.256	0.0201957
5073	1508279	0.058	0.0210336
5074	1508313	0.31	0.0205413
5075	1508353	0.864	0.0206371
5076	1508372	0.136	0.0206371
5077	1508702	0.036	0.0206433
5078	1508823	0.006	0.0206807
5079	1508901	0.136	0.02076
5080	1508907	0.864	0.02076
5081	1509170	0.058	0.0207609
5082	1509478	0.31	0.0206884
5083	1509659	0.446	0.0207497
5084	1510023	0.024	0.0199425
5085	1510174	0.002	0.0204687
5086	1510214	0.004	0.02044
5087	1510284	0.31	0.0204567
5088	1510406	0.446	0.0205286
5089	1510477	0.004	0.0204572
5090	1510708	0.026	0.0191908
5091	1510812	0.006	0.0194815
5092	1510972	0.058	0.0194607
5093	1511002	0.486	0.0187099
5094	1511051	0.008	0.0179484
5095	1511281	0.486	0.0179922
5096	1511536	0.31	0.0181394
5097	1511754	0.298	0.017553
5098	1511768	0.058	0.0175373
5099	1512010	0.032	0.017562
5100	1512287	0.298	0.0175838
5101	1512334	0.01	0.0177821
5102	1512716	0.002	0.0177969
5103	1512840	0.058	0.0177722
5104	1512859	0.006	0.0178886
5105	1513123	0.004	0.0178928
5106	1513144	0.002	0.0178057
5107	1513150	0.498	0.0175762
5108	1513817	0.098	0.0153558
5109	1514107	0.276	0.0142462
5110	1514143	0.004	0.0143061
5111	1514172	0.154	0.0141251
5112	1514679	0.43	0.014211
5113	1514901	0.002	0.0143683
5114	1514944	0.01	0.0143168
5115	1515170	0.154	0.0143211
5116	1515304	0.502	0.0144223
5117	1515549	0.502	0.0144223
5118	1515634	0.012	0.0139634
5119	1515785	0.12	0.0131964
5120	1516200	0.502	0.0152779
5121	1516502	0.016	0.0162505
5122	1516778	0.332	0.015604
5123	1516782	0.45	0.0151762
5124	1516951	0.264	0.0158705
5125	1516999	0.332	0.0162039
5126	1517447	0.002	0.0171001
5127	1517578	0.004	0.0171328
5128	1517608	0.004	0.0171328
5129	1517970	0.004	0.0170571
5130	1518254	0.028	0.0170953
5131	1518899	0.004	0.0172437
5132	1519481	0.004	0.0172437
5133	1519643	0.552	0.0169845
5134	1519803	0.006	0.0171215
5135	1519981	0.006	0.0172115
5136	1520003	0.004	0.0171571
5137	1520256	0.288	0.0162428
5138	1520685	0.28	0.0162793
5139	1520976	0.544	0.0164176
5140	1521187	0.004	0.0164855
5141	1521364	0.038	0.0162172
5142	1521884	0.086	0.0159536
5143	1522160	0.006	0.0164809
5144	1522238	0.452	0.0163954
5145	1522549	0.284	0.0159136
5146	1522584	0.548	0.0174129
5147	1522934	0.056	0.016476
5148	1523131	0.004	0.017161
5149	1523184	0.05	0.0169085
5150	1523278	0.024	0.0170136
5151	1523406	0.002	0.0172425
5152	1524831	0.004	0.0172658
5153	1525029	0.028	0.0172083
5154	1525466	0.454	0.0171935
5155	1527099	0.008	0.0174856
5156	1527214	0.002	0.0174749
5157	1527654	0.276	0.0160628
5158	1527805	0.004	0.0168074
5159	1527807	0.002	0.0168179
5160	1527955	0.002	0.0167802
5161	1528570	0.4	0.0160184
5162	1529299	0.236	0.0163403
5163	1529588	0.002	0.0181016
5164	1530106	0.228	0.0149979
5165	1530787	0.004	0.0155623
5166	1532232	0.002	0.0157855
5167	1532242	0.01	0.0157772
5168	1532697	0.002	0.0157803
5169	1532992	0.13	0.0151423
5170	1533602	0.166	0.014805
5171	1533640	0.004	0.0157477
5172	1533866	0.04	0.0156382
5173	1533867	0.04	0.0155444
5174	1534004	0.268	0.0148204
5175	1535259	0.002	0.0160652
5176	1535461	0.026	0.0155974
5177	1535853	0.526	0.0149083
5178	1536631	0.006	0.0165334
5179	1537745	0.002	0.0166071
5180	1538274	0.01	0.016575
5181	1538502	0.01	0.016575
